experiment_id,metric,day,control_n,control_mean,control_se,treatment_n,treatment_mean,treatment_se,obs_lift,obs_lift_se,true_effect
exp_14,d7_retention,41,349890,0.34408565,0.00080314,419566,0.34924866,0.00073599,0.015005,0.00319189,0.01507098
exp_14,session_duration,0,163238,310.22495883,0.76783181,155277,345.73777814,0.87739119,0.11447441,0.00395067,0.1046297
exp_14,session_duration,1,161357,324.37763426,0.8075269,160869,361.78247535,0.90200998,0.11531264,0.00392959,0.09280163
exp_14,session_duration,2,180177,328.86281331,0.77475626,157760,359.04044808,0.90395108,0.0917636,0.00376442,0.08257798
exp_14,session_duration,3,158568,318.58027212,0.8000389,184164,340.44937034,0.79332322,0.06864549,0.00366101,0.0737411
exp_14,session_duration,4,171457,301.06632001,0.72708396,176602,315.79943849,0.75147328,0.04893646,0.00355631,0.0661029
exp_14,session_duration,5,169473,292.39438103,0.7102623,181574,304.5006245,0.71459728,0.04140382,0.00351742,0.05950078
exp_14,session_duration,6,157872,295.07904198,0.74265278,176215,310.00678895,0.73849876,0.05058898,0.00364073,0.05379421
exp_14,session_duration,7,170453,311.20249613,0.7537733,155527,328.59013866,0.83320454,0.05587244,0.00370256,0.04886169
exp_14,session_duration,8,166940,325.70362555,0.79715429,185337,346.47039367,0.80479462,0.06375971,0.00358942,0.04459825
exp_14,session_duration,9,186349,327.72027208,0.75917129,165538,344.49666148,0.84671288,0.05119119,0.00355035,0.04091312
exp_14,session_duration,10,174057,318.31026508,0.76296549,154852,327.26197083,0.83164337,0.02812258,0.00359152,0.03772786
exp_14,session_duration,11,168526,303.56711186,0.7394712,182374,306.11741471,0.71681416,0.00840112,0.0034073,0.03497466
exp_14,session_duration,12,186071,292.28005057,0.67757883,188065,295.26334215,0.68085643,0.01020696,0.00330318,0.03259491
exp_14,session_duration,13,156580,295.29843858,0.74626488,182257,303.44974516,0.7107955,0.02760362,0.00354088,0.03053797
exp_14,session_duration,14,162056,309.3435866,0.76843752,163684,324.35257194,0.80170433,0.04851882,0.00367431,0.02876004
exp_14,session_duration,15,182433,324.85404004,0.76056541,184490,338.54825994,0.7881959,0.04215499,0.00344098,0.02722327
exp_14,session_duration,16,155152,328.92575827,0.83506291,183212,339.79744491,0.79385859,0.0330521,0.00356417,0.02589496
exp_14,session_duration,17,154475,319.04539651,0.81175202,174672,324.61361353,0.77670318,0.01745274,0.0035536,0.02474683
exp_14,session_duration,18,165545,302.84499351,0.74432459,182269,303.49032284,0.71086714,0.00213089,0.00340239,0.02375443
exp_14,session_duration,19,167919,291.19162525,0.71060615,179626,292.70846578,0.69063834,0.00520908,0.00341214,0.02289665
exp_14,session_duration,20,159090,296.07130108,0.74229216,166582,302.32535115,0.74073102,0.02112346,0.00357959,0.02215522
exp_14,session_duration,21,176576,310.01114962,0.73775384,158636,320.8191339,0.80548858,0.03486321,0.00357994,0.02151437
exp_14,session_duration,22,161061,324.55081802,0.80870013,159739,337.12707316,0.84350595,0.03874973,0.00366798,0.02096044
exp_14,session_duration,23,181174,327.74070489,0.76998532,160270,337.69162836,0.84351765,0.03036218,0.00353326,0.02048165
exp_14,session_duration,24,166864,317.86341483,0.77814265,167205,322.73439161,0.78926095,0.01532412,0.00351331,0.0200678
exp_14,session_duration,25,177183,301.19315428,0.71554025,172027,303.33291584,0.73134321,0.00710428,0.00340885,0.01971009
exp_14,session_duration,26,186329,291.96553047,0.67638093,157133,292.67723934,0.73833805,0.00243765,0.00343339,0.0194009
exp_14,session_duration,27,157678,296.78753334,0.74741206,174994,300.19462232,0.7176147,0.01147989,0.00351211,0.01913365
exp_14,session_duration,28,180360,310.00671145,0.72996323,169465,319.82548681,0.7769142,0.03167278,0.00349026,0.01890265
exp_14,session_duration,29,180258,324.81541194,0.76504918,177841,336.44075387,0.79779746,0.03579061,0.00346187,0.01870299
exp_14,session_duration,30,169850,329.76970027,0.80016209,160542,338.62788868,0.84513948,0.02686174,0.00357437,0.01853041
exp_14,session_duration,31,169521,318.51884797,0.77361233,178957,321.01850149,0.75884961,0.00784774,0.00341583,0.01838124
exp_14,session_duration,32,163592,302.41126072,0.747682,166554,301.57152952,0.73894617,-0.00277679,0.00347126,0.0182523
exp_14,session_duration,33,173657,291.21641695,0.69882705,154687,292.51877229,0.74374975,0.00447212,0.0035118,0.01814085
exp_14,session_duration,34,180676,295.20499551,0.69450195,175727,299.32542248,0.71404298,0.01395785,0.0033972,0.01804452
exp_14,session_duration,35,177836,309.93327251,0.73495096,165060,319.42905718,0.78623704,0.03063816,0.00352255,0.01796126
exp_14,session_duration,36,171654,322.84515462,0.77923295,157338,338.04757662,0.85223823,0.0470889,0.00365454,0.01788929
exp_14,session_duration,37,158770,327.5838498,0.82212577,188233,338.32660886,0.77980905,0.03279392,0.00351923,0.01782708
exp_14,session_duration,38,155480,318.24886814,0.80710419,173163,321.24621196,0.77198785,0.00941824,0.0035267,0.01777331
exp_14,session_duration,39,157290,300.6734082,0.75813136,184815,301.38528521,0.70105717,0.00236761,0.00343865,0.01772684
exp_14,session_duration,40,181980,293.45829061,0.68791464,170758,291.06510676,0.704368,-0.00815511,0.0033417,0.01768667
exp_14,session_duration,41,184202,296.21611841,0.69017864,166246,299.35778503,0.73420097,0.01060599,0.00341878,0.01765194
exp_14,review_starts,0,229027,0.22164839,0.00086791,248121,0.22305862,0.00083574,0.00636247,0.00545398,0.01332934
exp_14,review_starts,1,236741,0.23145888,0.00086683,230778,0.23310176,0.00088013,0.00709793,0.00535579,0.01332934
exp_14,review_starts,2,221383,0.23320472,0.00089874,234781,0.23568592,0.00087593,0.01063958,0.00541094,0.01332934
exp_14,review_starts,3,235425,0.22544177,0.00086123,212167,0.22924152,0.00091257,0.01685468,0.00561031,0.01332934
exp_14,review_starts,4,248469,0.21504956,0.00082424,223253,0.217108,0.00087255,0.00957191,0.00560675,0.01332934
exp_14,review_starts,5,214046,0.20601158,0.00087418,205608,0.20948205,0.00089745,0.016846,0.00613148,0.01332934
exp_14,review_starts,6,238562,0.20848206,0.00083169,233644,0.21188478,0.00084541,0.01632141,0.00573426,0.01332934
exp_14,review_starts,7,248743,0.22052818,0.0008313,247925,0.22263642,0.00083551,0.00955995,0.00536998,0.01332934
exp_14,review_starts,8,223495,0.23149843,0.0008922,205668,0.23413834,0.00093374,0.01140358,0.0056092,0.01332934
exp_14,review_starts,9,234689,0.23135449,0.00087047,214215,0.23565052,0.00091697,0.01856908,0.00551329,0.01332934
exp_14,review_starts,10,237550,0.22609689,0.00085825,206490,0.23021762,0.00092641,0.01822552,0.00563275,0.01332934
exp_14,review_starts,11,234637,0.21518394,0.00084838,210794,0.21682662,0.00089754,0.00763386,0.0057602,0.01332934
exp_14,review_starts,12,212032,0.20761752,0.00088084,237528,0.20874618,0.00083389,0.00543627,0.00585903,0.01332934
exp_14,review_starts,13,231072,0.2083252,0.00084483,215440,0.21250773,0.00088135,0.02007692,0.00591702,0.01332934
exp_14,review_starts,14,236536,0.22040965,0.00085231,223933,0.22252943,0.00087898,0.00961744,0.00558085,0.01332934
exp_14,review_starts,15,236977,0.2293291,0.0008636,237504,0.233464,0.00086804,0.01803039,0.00538741,0.01332934
exp_14,review_starts,16,210721,0.23076993,0.00091783,244398,0.23714707,0.00086036,0.02763419,0.00553214,0.01332934
exp_14,review_starts,17,227755,0.22513566,0.00087519,228825,0.22994683,0.00087968,0.0213701,0.0055706,0.01332934
exp_14,review_starts,18,247274,0.21462135,0.00082563,205351,0.21688255,0.00090945,0.01053577,0.0057505,0.01332934
exp_14,review_starts,19,228978,0.20576853,0.00084482,209017,0.21153581,0.00089329,0.02802799,0.00605485,0.01332934
exp_14,review_starts,20,224636,0.20905966,0.00085796,210891,0.21255814,0.00089088,0.01673434,0.00596403,0.01332934
exp_14,review_starts,21,246959,0.21872814,0.00083184,219935,0.22287472,0.00088742,0.01895773,0.0056105,0.01332934
exp_14,review_starts,22,228999,0.23192167,0.00088198,218022,0.2323983,0.00090455,0.00205514,0.00545285,0.01332934
exp_14,review_starts,23,218033,0.2333259,0.00090579,232245,0.23656636,0.00088184,0.01388814,0.00545674,0.01332934
exp_14,review_starts,24,246990,0.22533765,0.00084069,231453,0.2292775,0.00087377,0.01748417,0.00542638,0.01332934
exp_14,review_starts,25,212030,0.21524022,0.00089255,239787,0.21632083,0.00084082,0.00502048,0.00571218,0.01332934
exp_14,review_starts,26,218830,0.20655561,0.00086541,248881,0.21002702,0.00081648,0.01680619,0.00581153,0.01332934
exp_14,review_starts,27,207945,0.20958191,0.00089255,209770,0.21258689,0.0008933,0.01433795,0.00606857,0.01332934
exp_14,review_starts,28,231361,0.21967956,0.00086077,221643,0.22334174,0.00088465,0.01667051,0.00566445,0.01332934
exp_14,review_starts,29,239291,0.22917051,0.0008592,235646,0.23316516,0.00087107,0.01743091,0.00538498,0.01332934
exp_14,review_starts,30,240133,0.23326468,0.00086302,215721,0.23620872,0.00091451,0.01262105,0.00542274,0.01332934
exp_14,review_starts,31,209007,0.22574282,0.00091447,234482,0.22843512,0.00086699,0.01192642,0.0056173,0.01332934
exp_14,review_starts,32,234366,0.21254191,0.00084506,219142,0.21626984,0.00087946,0.01753974,0.00578702,0.01332934
exp_14,review_starts,33,248359,0.2075193,0.00081374,232307,0.20971203,0.00084464,0.01056636,0.00568061,0.01332934
exp_14,review_starts,34,231364,0.20811774,0.00084399,221890,0.2121653,0.00086793,0.01944841,0.0058723,0.01332934
exp_14,review_starts,35,218755,0.21940657,0.00088483,233295,0.22331581,0.00086224,0.01781734,0.00568263,0.01332934
exp_14,review_starts,36,240523,0.22944354,0.00085736,239159,0.23368876,0.00086532,0.01850224,0.00535796,0.01332934
exp_14,review_starts,37,214323,0.2332083,0.00091343,227445,0.2365938,0.00089113,0.01451705,0.00551284,0.01332934
exp_14,review_starts,38,217835,0.22588536,0.00089595,232379,0.23000154,0.000873,0.01822245,0.00558992,0.01332934
exp_14,review_starts,39,214121,0.21417801,0.00088658,238930,0.21642176,0.00084247,0.01047611,0.00574184,0.01332934
exp_14,review_starts,40,248439,0.2089449,0.00081566,208257,0.21071812,0.00089365,0.00848651,0.00581301,0.01332934
exp_14,review_starts,41,233103,0.20956997,0.00084299,244556,0.21288406,0.00082775,0.01581379,0.00568303,0.01332934
exp_14,photo_review_starts,0,368220,0.05960583,0.00039016,378109,0.06459162,0.00039974,0.08364608,0.00976167,0.07106208
exp_14,photo_review_starts,1,343822,0.06254106,0.00041294,332376,0.06745598,0.00043504,0.07858707,0.00995516,0.06595103
exp_14,photo_review_starts,2,348459,0.06438435,0.00041578,391411,0.06713161,0.0004,0.04266959,0.00916159,0.06155609
exp_14,photo_review_starts,3,340370,0.06067961,0.00040922,341781,0.06494594,0.00042152,0.07030916,0.01001781,0.05777692
exp_14,photo_review_starts,4,336492,0.05823938,0.00040373,364791,0.06165949,0.00039825,0.05872507,0.0100313,0.05452725
exp_14,photo_review_starts,5,331271,0.05576951,0.0003987,347445,0.05918531,0.00040033,0.06124842,0.01044456,0.05173289
exp_14,photo_review_starts,6,332709,0.05708671,0.00040223,351779,0.06053034,0.00040206,0.06032287,0.01026736,0.04933005
exp_14,photo_review_starts,7,379445,0.05973419,0.00038474,382855,0.06235544,0.00039079,0.04388189,0.00938101,0.04726387
exp_14,photo_review_starts,8,374516,0.06277704,0.00039636,345643,0.06555674,0.00042099,0.04427897,0.00940443,0.04548719
exp_14,photo_review_starts,9,367169,0.06379275,0.00040331,345953,0.06681069,0.00042452,0.04730845,0.00938756,0.04395943
exp_14,photo_review_starts,10,331324,0.06163202,0.0004178,352396,0.06386383,0.00041189,0.03621186,0.0096956,0.04264573
exp_14,photo_review_starts,11,392579,0.05845042,0.00037441,342594,0.06077194,0.00040818,0.03971779,0.00965002,0.04151609
exp_14,photo_review_starts,12,391040,0.05674116,0.00036996,376949,0.05871653,0.00038291,0.0348138,0.00954277,0.04054473
exp_14,photo_review_starts,13,394044,0.05726799,0.00037015,391524,0.05949323,0.00037804,0.03885663,0.00941606,0.03970946
exp_14,photo_review_starts,14,368315,0.06067094,0.00039336,392647,0.06257594,0.00038652,0.03139891,0.00923597,0.03899122
exp_14,photo_review_starts,15,389237,0.06201636,0.00038658,393634,0.06530658,0.00039379,0.05305416,0.00913291,0.03837362
exp_14,photo_review_starts,16,335309,0.06293861,0.00041939,380084,0.06624784,0.00040342,0.05257877,0.00950157,0.03784255
exp_14,photo_review_starts,17,366819,0.06133195,0.00039616,349947,0.06363878,0.00041265,0.03761215,0.00949675,0.03738588
exp_14,photo_review_starts,18,368773,0.05880189,0.0003874,333731,0.06055584,0.00041287,0.02982818,0.00976382,0.0369932
exp_14,photo_review_starts,19,333367,0.05659227,0.00040019,377889,0.05891872,0.00038305,0.04110895,0.0100008,0.03665554
exp_14,photo_review_starts,20,398013,0.05703431,0.00036759,338723,0.06010981,0.0004084,0.0539236,0.00986992,0.03636518
exp_14,photo_review_starts,21,334852,0.06054739,0.00041215,373073,0.06217997,0.00039536,0.02696367,0.00956589,0.03611551
exp_14,photo_review_starts,22,347346,0.06267329,0.00041125,392522,0.06568398,0.00039541,0.04803786,0.00933258,0.03590082
exp_14,photo_review_starts,23,389043,0.0626157,0.00038842,394212,0.06524888,0.00039334,0.04205306,0.00901366,0.03571621
exp_14,photo_review_starts,24,379747,0.06150098,0.00038986,330096,0.06468842,0.00042813,0.05182735,0.00963935,0.03555747
exp_14,photo_review_starts,25,366370,0.05839082,0.00038739,389561,0.05976494,0.0003798,0.02353312,0.00940315,0.03542097
exp_14,photo_review_starts,26,343735,0.05615851,0.00039269,364334,0.05900767,0.00039039,0.05073416,0.01011463,0.03530359
exp_14,photo_review_starts,27,347855,0.0575547,0.00039488,329122,0.05894261,0.00041053,0.02411456,0.01001244,0.03520266
exp_14,photo_review_starts,28,351411,0.06006477,0.00040082,336025,0.06176793,0.00041529,0.02835542,0.00974146,0.03511587
exp_14,photo_review_starts,29,352260,0.06269667,0.00040844,337350,0.0653104,0.00042539,0.04168844,0.00959615,0.03504124
exp_14,photo_review_starts,30,342828,0.06333549,0.00041598,356207,0.06565273,0.00041498,0.03658675,0.00944895,0.03497707
exp_14,photo_review_starts,31,344788,0.06151313,0.00040919,359108,0.06376803,0.00040774,0.03665719,0.00956502,0.03492188
exp_14,photo_review_starts,32,347072,0.05871319,0.00039904,400123,0.06003297,0.00037554,0.02247841,0.00944472,0.03487443
exp_14,photo_review_starts,33,371344,0.05690644,0.00038016,386870,0.0582888,0.00037668,0.02429169,0.00952039,0.03483363
exp_14,photo_review_starts,34,328941,0.05748614,0.00040585,337425,0.05838779,0.00040365,0.01568464,0.01003614,0.03479855
exp_14,photo_review_starts,35,343811,0.06006499,0.00040523,354327,0.06176013,0.0004044,0.02822187,0.00966692,0.03476838
exp_14,photo_review_starts,36,371225,0.06285111,0.00039833,345898,0.06465448,0.00041813,0.02869265,0.00931464,0.03474243
exp_14,photo_review_starts,37,336762,0.06296472,0.00041857,347174,0.06580092,0.00042079,0.04504414,0.00963966,0.03472013
exp_14,photo_review_starts,38,375593,0.06138089,0.00039165,364350,0.06331599,0.00040345,0.03152619,0.00930187,0.03470094
exp_14,photo_review_starts,39,368666,0.05815494,0.00038545,345740,0.06040598,0.00040517,0.03870772,0.00979471,0.03468445
exp_14,photo_review_starts,40,388470,0.05654188,0.00037057,375428,0.05871356,0.00038368,0.03840832,0.00961052,0.03467027
exp_14,photo_review_starts,41,332612,0.0577934,0.00040462,356504,0.0591738,0.00039517,0.0238851,0.00990649,0.03465807
exp_15,review_length,0,329201,47.99086378,0.07527842,325472,47.78902891,0.07539003,-0.00420569,0.00221532,-0.00690707
exp_15,review_length,1,330812,50.26961928,0.07866064,347676,49.90010572,0.07616521,-0.00735063,0.00216986,-0.00690707
exp_15,review_length,2,344534,50.74061295,0.07780046,372654,50.47150348,0.07441078,-0.00530363,0.00211583,-0.00690707
exp_15,review_length,3,362585,49.1223166,0.07342035,337322,48.95667101,0.07586336,-0.0033721,0.0021457,-0.00690707
exp_15,review_length,4,375971,46.79823704,0.06869021,370987,46.48881026,0.06869286,-0.00661193,0.00206896,-0.00690707
exp_15,review_length,5,376247,45.20956604,0.06633402,350050,44.96157003,0.06839415,-0.00548548,0.00210189,-0.00690707
exp_15,review_length,6,326662,45.66943411,0.07191489,346360,45.44137293,0.06949124,-0.00499374,0.00218409,-0.00690707
exp_15,review_length,7,376651,47.86651618,0.07019477,364581,47.65012117,0.07102472,-0.0045208,0.00208154,-0.00690707
exp_15,review_length,8,359203,50.31355297,0.07555401,349107,49.81292309,0.07587615,-0.0099502,0.00211769,-0.00690707
exp_15,review_length,9,366040,50.79194395,0.07555672,325470,50.44401402,0.07957867,-0.0068501,0.00215346,-0.00690707
exp_15,review_length,10,312819,49.22171381,0.07920501,336187,48.9012167,0.07590523,-0.0065113,0.00222123,-0.00690707
exp_15,review_length,11,337457,46.65102049,0.07227605,376079,46.47576672,0.06820709,-0.0037567,0.00212602,-0.00690707
exp_15,review_length,12,337683,45.07687735,0.06981387,365326,44.92450693,0.06689375,-0.00338023,0.0021412,-0.00690707
exp_15,review_length,13,349067,45.83178866,0.06981599,328012,45.45427559,0.07142864,-0.00823693,0.00217056,-0.00690707
exp_15,review_length,14,345706,47.9512654,0.07339883,330847,47.5983962,0.07447684,-0.00735891,0.00217279,-0.00690707
exp_15,review_length,15,371594,50.34791191,0.07433436,347270,49.96160566,0.07630364,-0.00767274,0.00210791,-0.00690707
exp_15,review_length,16,345987,50.77524076,0.07768991,333237,50.50015605,0.07873333,-0.00541769,0.00217262,-0.00690707
exp_15,review_length,17,310445,49.08318855,0.07928352,354258,48.86342668,0.07388676,-0.00447733,0.0022027,-0.00690707
exp_15,review_length,18,344291,46.65694814,0.07156423,338314,46.49816584,0.07194794,-0.00340319,0.00217132,-0.00690707
exp_15,review_length,19,346660,45.25193893,0.0691716,310795,44.86497746,0.07242908,-0.00855127,0.00220423,-0.00690707
exp_15,review_length,20,362465,45.7462763,0.06838569,346434,45.44891243,0.06949535,-0.00650029,0.00212451,-0.00690707
exp_15,review_length,21,370540,47.98080876,0.07094022,342613,47.68778582,0.07332427,-0.00610709,0.00212009,-0.00690707
exp_15,review_length,22,338765,50.29526305,0.07777147,369146,49.93190426,0.0739642,-0.00722451,0.00212586,-0.00690707
exp_15,review_length,23,378615,50.9005413,0.07445022,347878,50.31425728,0.07677505,-0.01151823,0.00208937,-0.00690707
exp_15,review_length,24,348316,49.27355785,0.07513975,339827,48.84121341,0.07540498,-0.00877437,0.00215099,-0.00690707
exp_15,review_length,25,378204,46.69620826,0.06833781,334193,46.38019985,0.07220653,-0.00676732,0.00212223,-0.00690707
exp_15,review_length,26,321565,45.10600516,0.07158837,374834,44.88989473,0.06598901,-0.00479117,0.00215294,-0.00690707
exp_15,review_length,27,312631,45.79335846,0.07371044,374175,45.42760772,0.06683824,-0.00798698,0.00216333,-0.00690707
exp_15,review_length,28,364231,48.03725671,0.07163615,369570,47.63844231,0.0705264,-0.00830219,0.00208389,-0.00690707
exp_15,review_length,29,324011,50.23022876,0.07941962,374173,50.00356552,0.0735711,-0.00451249,0.00215004,-0.00690707
exp_15,review_length,30,365792,50.83478512,0.07564608,348193,50.45247323,0.07695112,-0.00752067,0.00211486,-0.00690707
exp_15,review_length,31,352574,49.28557368,0.07470285,363153,48.85741731,0.07296729,-0.00868726,0.00210939,-0.00690707
exp_15,review_length,32,329832,46.64581876,0.07309856,330896,46.32764279,0.07248313,-0.0068211,0.00219932,-0.00690707
exp_15,review_length,33,340715,45.07427778,0.06949854,378177,44.82130667,0.06559632,-0.00561232,0.00211391,-0.00690707
exp_15,review_length,34,334981,45.69302425,0.07105298,347384,45.39874249,0.06932365,-0.00644041,0.00216536,-0.00690707
exp_15,review_length,35,319187,48.00085219,0.07646609,331736,47.60472646,0.07438687,-0.00825247,0.00221304,-0.00690707
exp_15,review_length,36,311859,50.31940447,0.08109589,356306,49.90506692,0.07524464,-0.00823415,0.00218878,-0.00690707
exp_15,review_length,37,340343,50.85337771,0.07845198,357415,50.35875865,0.07581081,-0.00972638,0.00213455,-0.00690707
exp_15,review_length,38,329914,49.16292975,0.07703355,365142,48.7899643,0.07266782,-0.00758631,0.00214543,-0.00690707
exp_15,review_length,39,350391,46.82573348,0.07119519,328866,46.42359793,0.07285709,-0.00858792,0.00216635,-0.00690707
exp_15,review_length,40,351095,45.22325587,0.06868976,315907,44.81084941,0.07175399,-0.00911934,0.00218693,-0.00690707
exp_15,review_length,41,377535,45.75024172,0.06701273,337317,45.39807105,0.07034946,-0.00769768,0.00211591,-0.00690707
exp_15,tab_usage,0,300337,2.30106859,0.00335904,345535,2.52678745,0.00343885,0.09809306,0.00219155,0.09832503
exp_15,tab_usage,1,341516,2.41105699,0.00330059,329108,2.62100662,0.00365501,0.08707784,0.0021243,0.09006288
exp_15,tab_usage,2,337892,2.43660672,0.00335341,338958,2.63844666,0.00362548,0.08283648,0.0021059,0.08282269
exp_15,tab_usage,3,320014,2.36077803,0.00333857,325209,2.5417744,0.00356571,0.0766681,0.00214467,0.07647806
exp_15,tab_usage,4,338841,2.24041626,0.00307908,329219,2.39327226,0.00333687,0.06822661,0.00209132,0.07091821
exp_15,tab_usage,5,317911,2.16364405,0.00306989,323406,2.30941201,0.00324876,0.06737151,0.00213263,0.06604606
exp_15,tab_usage,6,346029,2.18928062,0.00297739,320131,2.32297017,0.0032845,0.06106552,0.00208162,0.06177657
exp_15,tab_usage,7,326827,2.30313334,0.00322292,302459,2.42615024,0.00352918,0.05341285,0.00212628,0.05803517
exp_15,tab_usage,8,323084,2.39620328,0.00337253,306102,2.54599506,0.00368141,0.06251214,0.00214399,0.05475656
exp_15,tab_usage,9,307113,2.43137865,0.00350989,351345,2.55490406,0.00344824,0.05080468,0.00207663,0.05188349
exp_15,tab_usage,10,313721,2.35890822,0.00336922,354692,2.47649695,0.00332661,0.04984879,0.00205846,0.04936579
exp_15,tab_usage,11,330783,2.24475981,0.0031224,327026,2.34646424,0.00328256,0.04530749,0.00206215,0.04715951
exp_15,tab_usage,12,344881,2.16530193,0.00294967,313665,2.27050555,0.00324324,0.04858612,0.00206976,0.04522613
exp_15,tab_usage,13,322967,2.1917138,0.00308528,363083,2.29033262,0.00304078,0.04499621,0.00202209,0.0435319
exp_15,tab_usage,14,313243,2.30266144,0.00329139,318451,2.40000912,0.00340237,0.04227616,0.00209828,0.04204722
exp_15,tab_usage,15,320577,2.40850319,0.00340307,346737,2.50271324,0.00340017,0.0391156,0.00203682,0.04074619
exp_15,tab_usage,16,356576,2.43373259,0.00326052,320169,2.53214002,0.00358004,0.04043478,0.00202652,0.03960609
exp_15,tab_usage,17,308437,2.35637167,0.0033943,343229,2.45223553,0.00334858,0.04068282,0.0020656,0.03860701
exp_15,tab_usage,18,352033,2.2441279,0.00302584,362698,2.32888648,0.00309361,0.03776905,0.00196425,0.03773151
exp_15,tab_usage,19,359696,2.16494793,0.00288782,300403,2.24039628,0.00327011,0.03484996,0.00204622,0.0369643
exp_15,tab_usage,20,361077,2.19298463,0.00291962,323063,2.27434406,0.00320112,0.03709986,0.00200928,0.03629199
exp_15,tab_usage,21,303773,2.30434985,0.00334475,329919,2.38271066,0.00331862,0.0340056,0.00208005,0.03570283
exp_15,tab_usage,22,328558,2.40657473,0.00335879,316074,2.48881461,0.00354151,0.034173,0.00206129,0.03518656
exp_15,tab_usage,23,327060,2.43264291,0.00340294,359456,2.51361505,0.00335402,0.03328566,0.00199756,0.03473414
exp_15,tab_usage,24,300163,2.36424908,0.00345227,360250,2.44327738,0.00325657,0.03342639,0.00204313,0.03433768
exp_15,tab_usage,25,312993,2.24256535,0.00320677,357458,2.31378998,0.003096,0.03176034,0.00202056,0.03399026
exp_15,tab_usage,26,330753,2.16481663,0.00301134,350227,2.23575315,0.00302231,0.03276791,0.00200324,0.03368581
exp_15,tab_usage,27,354230,2.19291162,0.0029476,334462,2.26950092,0.0031394,0.03492585,0.00199616,0.03341902
exp_15,tab_usage,28,339390,2.29515214,0.00315175,316573,2.37237359,0.00337315,0.03364546,0.00204322,0.03318523
exp_15,tab_usage,29,344749,2.39790857,0.00326717,333435,2.48523465,0.00344312,0.0364176,0.00201392,0.03298036
exp_15,tab_usage,30,320640,2.43391585,0.00343864,331817,2.51518625,0.0034931,0.0333908,0.00204726,0.03280083
exp_15,tab_usage,31,331913,2.36026658,0.00327747,305134,2.44035752,0.00353426,0.033933,0.00207449,0.03264351
exp_15,tab_usage,32,361524,2.24562028,0.00298784,313620,2.3072329,0.00329594,0.0274368,0.00200573,0.03250564
exp_15,tab_usage,33,325202,2.15899951,0.00302877,336868,2.23489263,0.00308047,0.03515199,0.00203582,0.03238483
exp_15,tab_usage,34,322101,2.19790567,0.00309815,304368,2.26081956,0.00327836,0.02862447,0.00208018,0.03227896
exp_15,tab_usage,35,308690,2.31015082,0.00332636,363402,2.37780326,0.00315553,0.02928486,0.00201551,0.03218619
exp_15,tab_usage,36,327498,2.40806116,0.0033663,357453,2.48783475,0.00332891,0.03312773,0.00199922,0.03210489
exp_15,tab_usage,37,299972,2.43309404,0.00355393,300811,2.50861339,0.00365912,0.0310384,0.00212832,0.03203365
exp_15,tab_usage,38,329744,2.35942123,0.00328706,314801,2.43098557,0.00346621,0.03033131,0.00205394,0.03197122
exp_15,tab_usage,39,305888,2.24286876,0.00324424,354533,2.31587674,0.00311155,0.03255116,0.00203846,0.03191652
exp_15,tab_usage,40,302862,2.16887167,0.00315284,311995,2.23650062,0.00320321,0.03118163,0.00210434,0.03186857
exp_15,tab_usage,41,353052,2.18872427,0.00294687,302600,2.2576167,0.00328326,0.03147607,0.00204424,0.03182656
exp_15,review_starts,0,232921,0.22079207,0.00085944,248800,0.20745172,0.00081292,-0.06042039,0.00518959,-0.05518311
exp_15,review_starts,1,233010,0.23180553,0.0008742,242324,0.22133249,0.00084334,-0.04518028,0.00511881,-0.0420835
exp_15,review_starts,2,236389,0.23296998,0.00086945,271706,0.22542268,0.00080164,-0.03239604,0.00498803,-0.03153867
exp_15,review_starts,3,258396,0.22512971,0.00082165,280196,0.22000382,0.00078258,-0.02276864,0.00498037,-0.02305039
exp_15,review_starts,4,283767,0.21443633,0.00077048,274544,0.21066422,0.00077825,-0.01759082,0.00506275,-0.01621755
exp_15,review_starts,5,246986,0.20712772,0.00081543,251083,0.20396547,0.00080415,-0.01526716,0.00548651,-0.01071732
exp_15,review_starts,6,273776,0.21068974,0.00077938,249980,0.20949846,0.00081393,-0.00565415,0.00533421,-0.00628978
exp_15,review_starts,7,263955,0.219252,0.00080531,233859,0.22009667,0.00085674,0.00385248,0.00537252,-0.00272574
exp_15,review_starts,8,277375,0.22960768,0.00079857,278997,0.22989984,0.00079661,0.00127246,0.0049157,0.00014321
exp_15,review_starts,9,267782,0.2330666,0.00081701,271769,0.23345805,0.00081147,0.00167955,0.0049449,0.00245264
exp_15,review_starts,10,243660,0.22488437,0.00084581,236015,0.22851268,0.00086427,0.0161341,0.00541995,0.00431166
exp_15,review_starts,11,275644,0.21461958,0.00078199,239783,0.21603156,0.00084042,0.00657901,0.00536519,0.00580812
exp_15,review_starts,12,245017,0.20663803,0.00081798,234054,0.20839404,0.00083954,0.008498,0.00569596,0.00701273
exp_15,review_starts,13,267720,0.20941162,0.00078638,274514,0.21162074,0.00077959,0.01054919,0.00531597,0.0079824
exp_15,review_starts,14,236605,0.22077344,0.00085269,284042,0.22117462,0.00077875,0.00181716,0.00523583,0.00876297
exp_15,review_starts,15,281608,0.23063468,0.00079379,282127,0.23153406,0.00079414,0.00389959,0.00487796,0.0093913
exp_15,review_starts,16,238685,0.23416814,0.0008668,255109,0.23710885,0.00084206,0.01255809,0.00519414,0.00989709
